Aktywny (0 lub 1);Nazwa*;Kategorie (x,y,z...);Cena zawiera podatek. (brutto);ID reguły podatku;Ilość;Dostępne do zamówienia (0 = Nie, 1 = Tak);Pokaż cenę (0 = Nie, 1 = Tak);Adresy URL zdjęcia (x,y,z...);Podsumowanie
1;Dell Alienware 16 Aurora Core 5 210H/16GB/512+2TB/W11 RTX4050;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;4799.00;1;8;1;1;lhttp://localhost:8080/import-images/dell-alienware-16-aurora-core-5-210h-16gb-5121tb-w11-rtx4050/1366995_1.jpg,lhttp://localhost:8080/import-images/dell-alienware-16-aurora-core-5-210h-16gb-5121tb-w11-rtx4050/1366995_2.jpg;Alienware 16 Aurora Alienware 16 Aurora - przygotuj się na niezapomniane doświadczenia w grach. Laptop został stworzony dla graczy, którzy nie akceptują kompromisów, dostarczając niezrównanej wydajności, responsywności i wciągającej rozgrywki. Ciesz się płynnością w najbardziej wymagających tytułach dzięki procesorowi Intel Core oraz karcie graficznej NVIDIA GeForce RTX. Dodatkowo, zaawansowany system chłodzenia Alienware Cryo-tech™ utrzymuje optymalne temperatury nawet podczas długotrwałych bitew, a wyświetlacz o wysokiej częstotliwości odświeżania zapewnia krystalicznie czysty obraz i błyska...
1;Dell Alienware 16 Aurora Core 5 210H/32GB/512+2TB/W11 RTX4050;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;4799.00;1;8;1;1;lhttp://localhost:8080/import-images/dell-alienware-16-aurora-core-5-210h-16gb-5121tb-w11-rtx4050/1366995_1.jpg,lhttp://localhost:8080/import-images/dell-alienware-16-aurora-core-5-210h-16gb-5121tb-w11-rtx4050/1366995_2.jpg;Alienware 16 Aurora Alienware 16 Aurora - przygotuj się na niezapomniane doświadczenia w grach. Laptop został stworzony dla graczy, którzy nie akceptują kompromisów, dostarczając niezrównanej wydajności, responsywności i wciągającej rozgrywki. Ciesz się płynnością w najbardziej wymagających tytułach dzięki procesorowi Intel Core oraz karcie graficznej NVIDIA GeForce RTX. Dodatkowo, zaawansowany system chłodzenia Alienware Cryo-tech™ utrzymuje optymalne temperatury nawet podczas długotrwałych bitew, a wyświetlacz o wysokiej częstotliwości odświeżania zapewnia krystalicznie czysty obraz i błyska...
1;ASUS Vivobook 17 Core 5 120U/16GB/1TB;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;3049.00;1;1;1;1;lhttp://localhost:8080/import-images/asus-vivobook-17-core-5-120u-16gb-1tb/1354641_1.jpg,lhttp://localhost:8080/import-images/asus-vivobook-17-core-5-120u-16gb-512-win11/1354647_2.jpg;ASUS Vivobook 17 X1704VA Spraw, aby codzienne zadania były czymś wyjątkowym – z laptopem Vivobook 17, niezbędnym narzędziem do efektywnej pracy w dowolnym miejscu. jest on również wyjątkowo przyjazny dla użytkownika dzięki umożliwiającemu ułożenie ekranu na płasko zawiasowi 180° i fizycznej zasłonie kamery internetowej. ASUS Antimicrobial Guard Plus chroni najczęściej dotykane powierzchnie przed szkodliwymi bakteriami, chroniąc Twoje zdrowie. Z laptopem Vivobook 17 każdy dzień będzie przyjemniejszy. Wysoka moc, gdy tylko jej potrzebujesz Wyraźnie lepszy ekran Vivobook 17 zapewnia piękny i ostr...
1;ASUS Vivobook 17 Core 5 120U/16GB/512/Win11X;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;3299.00;1;1;1;1;lhttp://localhost:8080/import-images/asus-vivobook-17-core-5-120u-16gb-512-win11/1354647_1.jpg,lhttp://localhost:8080/import-images/asus-vivobook-17-core-5-120u-16gb-512-win11/1354647_2.jpg;ASUS Vivobook 17 X1704VA Spraw, aby codzienne zadania były czymś wyjątkowym – z laptopem Vivobook 17, niezbędnym narzędziem do efektywnej pracy w dowolnym miejscu. jest on również wyjątkowo przyjazny dla użytkownika dzięki umożliwiającemu ułożenie ekranu na płasko zawiasowi 180° i fizycznej zasłonie kamery internetowej. ASUS Antimicrobial Guard Plus chroni najczęściej dotykane powierzchnie przed szkodliwymi bakteriami, chroniąc Twoje zdrowie. Z laptopem Vivobook 17 każdy dzień będzie przyjemniejszy. Wysoka moc, gdy tylko jej potrzebujesz Wyraźnie lepszy ekran Vivobook 17 zapewnia piękny i ostr...
1;Dell Pro Max 16 Ultra 7-265H/64GB/1TB/Win11P RTX PRO 1000;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;11099.00;1;1;1;1;lhttp://localhost:8080/import-images/dell-pro-max-16-ultra-7-265h-64gb-1tb-win11p-rtx-pro-1000/1357581_1.jpg,lhttp://localhost:8080/import-images/dell-pro-max-16-ultra-7-265h-64gb-1tb-win11p-rtx-pro-1000/1357581_2.jpg;Dell Pro Max 16 Dell Pro Max 16 to laptop stworzony dla osób, które pracują w różnych miejscach i nie chcą iść na kompromisy. Wyposażony w procesory Intel® Core™ Ultra, z łatwością radzi sobie z wielozadaniowością, edycją wideo czy innymi wymagającymi zadaniami. Wbudowana sztuczna inteligencja wspiera Cię w pracy i przyspiesza działanie aplikacji. Nowoczesna karta graficzna NVIDIA RTX PRO serii Blackwell otwiera nowe możliwości w zakresie renderingu, projektowania 3D i pracy z zaawansowanymi aplikacjami graficznymi. To idealne rozwiązanie dla profesjonalistów, którzy oczekują maksymalnej mocy...
1;HP 17 i5-1334U/32GB/512/Win11;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;3049.00;1;8;1;1;lhttp://localhost:8080/import-images/hp-17-i5-1334u-32gb-512-win11/1349458_1.jpg,lhttp://localhost:8080/import-images/hp-17-i5-1334u-32gb-512-win11/1349458_2.jpg;HP 17 HP 17 oferuje niezrównaną wydajność, dzięki której z łatwością wykonasz wiele zadań jednocześnie. Procesor Intel zapewnia płynne działanie nawet przy wymagających aplikacjach, a szybka technologia Wi-Fi gwarantuje stabilne połączenie z internetem. Pojemna pamięć masowa pozwala przechowywać wszystko, czego potrzebujesz, bez obaw o brak miejsca. To urządzenie, które dostosowuje się do Twojego stylu życia, niezależnie od tego, czy pracujesz, tworzysz, czy relaksujesz się przy ulubionych filmach. Wszechstronność i wydajność na co dzień Ekran, który zachwyca szczegółami Ciesz się obrazem na d...
1;ASUS TUF Gaming A18 Ryzen 7-260/32GB/2TB/Win11 RTX5050 144Hz;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;7149.00;1;8;1;1;lhttp://localhost:8080/import-images/asus-tuf-gaming-a18-ryzen-7-260-32gb-2tb-win11-rtx5050-144hz/1340449_1.jpg,lhttp://localhost:8080/import-images/asus-tuf-gaming-a18-ryzen-7-260-32gb-2tb-win11-rtx5050-144hz/1340449_2.jpg;ASUS TUF Gaming A18 ASUS TUF Gaming A18 (2025) to pierwszy 18-calowy laptop z rodziny TUF Gaming, stworzony z myślą o wymagających graczach. W jego wnętrzu znajdziesz procesor AMD Ryzen, który gwarantuje płynne działanie nawet najbardziej wymagających tytułów. Dodatkowo, karta graficzna NVIDIA GeForce RTX zapewnia niezwykle realistyczną grafikę i wysoką liczbę klatek na sekundę. Twój laptop sprawdzi się doskonale zarówno podczas intensywnych sesji gamingowych, jak i w codziennym użytkowaniu. Potężna moc dla każdego gracza Wizualna doskonałość i płynność Twoje wrażenia z gry podniesie wyświetla...
1;ASUS Vivobook 16 Ryzen 7-7730U/16GB/512/Win11;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;2999.00;1;1;1;1;lhttp://localhost:8080/import-images/asus-vivobook-16-ryzen-7-7730u-16gb-512-win11/1354635_1.jpg,lhttp://localhost:8080/import-images/asus-vivobook-16-ryzen-7-7730u-16gb-512-win11/1354635_2.jpg;ASUS Vivobook 16 ASUS Vivobook 16 to laptop, który zaskoczy Cię swoją wydajnością i innowacyjnymi funkcjami. Wyposażony w procesor Ryzen™, zapewnia optymalną wydajność dzięki inteligentnej optymalizacji zadań i obciążeń. Dzięki temu procesor i karta graficzna mogą skupić się na najważniejszych operacjach, co przekłada się na płynność działania nawet podczas najbardziej wymagających zadań. To urządzenie, które sprosta wszystkim Twoim wymaganiom. Wyjątkowa wydajność i nowe możliwości Chłodzenie i stabilność działania Vivobook 16 wyposażony jest w zaawansowany system chłodzenia, który gwarantuje...
1;Dell G15 5530 i5-13450HX/16GB/512/Win11PX RTX3050 120Hz;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;3499.00;1;4;1;1;lhttp://localhost:8080/import-images/dell-g15-5530-i5-13450hx-16gb-512-win11px-rtx3050-120hz/1350167_1.jpg,lhttp://localhost:8080/import-images/dell-g15-5530-i5-13450hx-32gb-5121tb-rtx3050-120hz/1350166_2.jpg;Dell G15 5530 Poznaj laptopa Dell G15, następcę kultowych modeli G3 i G5, o 15-calowym ekranie i odświeżaniu 120 Hz. Model ten precyzyjnie łączy przeznaczenie do pracy, czy nauki z pasjami oraz czasem wolnym. W szczególności odpowiada na wymagające potrzeby fanów gamingu. Gaming zdefiniowany na nowo Najlepszy wyświetlacz Jeżeli jesteś prawdziwym fanem gier, nie idź na kompromis i wybierz najlepszy wyświetlacz ze 120 Hz odświeżaniem. Zapewni on nie tylko szybszy czas reakcji podczas grania, ale również piękne sceny pełne detali. Ma on również wysoką jasność, co da Ci większy komfort pracy czy r...
1;ASUS TUF Gaming F16 i5-210H/16GB/1TB/Win11X RTX3050 144Hz;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;3349.00;1;9;1;1;lhttp://localhost:8080/import-images/asus-tuf-gaming-f16-i5-210h-16gb-1tb-win11x-rtx3050-144hz/1356028_1.jpg,lhttp://localhost:8080/import-images/asus-tuf-gaming-f16-i5-210h-32gb-1tb-rtx3050-144hz/1356025_2.jpg;"@media (min-width: 900px) {#new_content_desc .desc_section.emo_keys .keys_emo .emo_text { width: 35% !important;}} ASUS TUF Gaming F16 ASUS TUF Gaming F16 łączy wytrzymałość z nowoczesnym stylem i wysoką wydajnością. Ten laptop nie tylko świetnie wygląda, ale przede wszystkim daje Ci potężne możliwości. Niezależnie od tego, czy grasz, tworzysz treści, czy po prostu potrzebujesz niezawodnego sprzętu — F16 nie zawodzi. Solidna konstrukcja i przemyślane detale to gwarancja niezawodności na co dzień. Kluczowe funkcje + Duży panel dotykowy Zastosowano touchpad Zastosowano touchpad o wymiarach 128,9..."
1;Gigabyte GAMING A16 PRO Core 7 240H/32GB/1TB+1TB RTX5070Ti 165Hz;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;7999.00;1;7;1;1;lhttp://localhost:8080/import-images/gigabyte-gaming-a16-pro-core-7-240h-32gb-1tb1tb-rtx5070ti-165hz/1364872_1.jpg,lhttp://localhost:8080/import-images/gigabyte-gaming-a16-pro-core-7-240h-32gb-1tb1tb-rtx5070ti-165hz/1364872_2.jpg;Gigabyte GAMING A16 PRO Core 7 240/32GB/1TB+1TB RTX5070Ti 165Hz Wydajny notebook Gigabyte GAMING A16 PRO to idealne rozwiązanie dla graczy oraz profesjonalistów zajmujących się projektowaniem graficznym. Dzięki nowoczesnym podzespołom, w tym potężnemu procesorowi Intel Core i7 oraz karcie graficznej NVIDIA GeForce RTX 5070Ti, sprzęt ten zapewnia wyjątkową płynność i jakość obrazu. Jego elegancka, a zarazem wytrzymała obudowa sprawia, że doskonale nadaje się zarówno do domu, jak i do pracy w terenie. Najważniejsze funkcje i zalety Wyjątkowa Wydajność Procesora Notebook wyposażony w procesor Int...
1;MSI Modern 15 Ultra 7-155H/16GB/512/Win11;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;2999.00;1;6;1;1;lhttp://localhost:8080/import-images/msi-modern-15-ultra-7-155h-16gb-512-win11/1331403_1.jpg,lhttp://localhost:8080/import-images/msi-modern-15-ultra-7-155h-16gb-512-win11/1331403_2.jpg;MSI Modern 15 Modern 15 wyposażony jest w procesor Intel Core oraz grafikę Intel Iris Xe, które zapewniają wyjątkową wydajność i szybkość działania. Dzięki temu urządzenie idealnie sprawdza się zarówno w pracy, jak i w czasie wolnym, umożliwiając realizację nawet najbardziej wymagających zadań. To niezawodny partner dla osób ceniących efektywność i płynność działania, niezależnie od miejsca i czasu. Wydajność, która napędza Twoją produktywność Inteligentne wsparcie na wyciągnięcie ręki Nowoczesna seria laptopów MSI oferuje wsparcie w postaci AI Engine i funkcji Copilot, które ułatwiają pracę t...
1;Apple MacBook Pro M4 Pro/48GB/1TB/Mac OS Gwiezdna Czerń 20R GPU;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;13499.00;1;8;1;1;lhttp://localhost:8080/import-images/apple-macbook-pro-m4-pro-48gb-1tb-mac-os-gwiezdna-czerń-20r-gpu/1292965_1.jpg;"#macbook-opis.channel-html img { max-width: none; } Z MacBookiem Pro nic Cię nie powstrzyma. Czipy M4 zapewniają oszałamiającą szybkość, fenomenalną grafikę i potężne możliwości AI. Działasz cały dzień bez ograniczeń z baterią nawet na 24 godziny◊Zastrzeżenia prawne.. A Twój sprzęt jest gotowy na Apple Intelligence◊.Zastrzeżenia prawne. Z MacBookiem Pro nic Cię nie powstrzyma. Czipy M4 zapewniają oszałamiającą szybkość, fenomenalną grafikę i potężne możliwości AI. Działasz cały dzień bez ograniczeń z baterią nawet na 24 godziny◊Zastrzeżenia prawne.. A Twój sprzęt jest gotowy na Apple Intellige..."
1;ASUS TUF Gaming A18 Ryzen 7-260/64GB/2TB/Win11PX RTX5060 240Hz;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;9199.00;1;3;1;1;lhttp://localhost:8080/import-images/asus-tuf-gaming-a18-ryzen-7-260-32gb-2tb-win11-rtx5050-144hz/1340449_1.jpg,lhttp://localhost:8080/import-images/asus-tuf-gaming-a18-ryzen-7-260-32gb-2tb-win11-rtx5050-144hz/1340449_2.jpg;ASUS TUF Gaming A18 ASUS TUF Gaming A18 (2025) to pierwszy 18-calowy laptop z rodziny TUF Gaming, stworzony z myślą o wymagających graczach. W jego wnętrzu znajdziesz procesor AMD Ryzen, który gwarantuje płynne działanie nawet najbardziej wymagających tytułów. Dodatkowo, karta graficzna NVIDIA GeForce RTX zapewnia niezwykle realistyczną grafikę i wysoką liczbę klatek na sekundę. Twój laptop sprawdzi się doskonale zarówno podczas intensywnych sesji gamingowych, jak i w codziennym użytkowaniu. Potężna moc dla każdego gracza Wizualna doskonałość i płynność Twoje wrażenia z gry podniesie wyświetla...
1;ASUS Vivobook 15 X1502VA i5-13420H/24GB/1TB/Win11;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;2599.00;1;7;1;1;lhttp://localhost:8080/import-images/asus-vivobook-15-x1502va-i5-13420h-24gb-1tb-win11/1321086_1.jpg,lhttp://localhost:8080/import-images/asus-vivobook-15-x1502va-i5-13420h-24gb-1tb-win11/1321086_2.jpg;ASUS Vivobook 15 Vivobook 15 to niezawodny laptop, który ułatwia codzienne zadania zarówno w pracy, jak i w czasie wolnym. Dzięki najnowszemu procesorowi Intel Core™ 13. generacji działa szybciej i sprawniej niż jego poprzednicy. Lekka konstrukcja oraz smukły design sprawiają, że łatwo go zabrać wszędzie. Wytrzymały zawias umożliwia otwarcie ekranu na płasko, co ułatwia współpracę i dzielenie się treściami. Ciche i wydajne chłodzenie + Smukłe i wydajne łopatki Wentylator IceBlades Lopatki wentylatora IceBlades mają grubość zaledwie 0,2 mm, co pozwala na osiągnięcie większej efektywności chłodz...
1;HP VICTUS 15 i5-13420H/16GB/512 RTX4050;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;2999.00;1;5;1;1;lhttp://localhost:8080/import-images/hp-victus-15-i5-13420h-16gb-1tb-rtx4050/1349270_1.jpg,lhttp://localhost:8080/import-images/hp-victus-15-ryzen-7-7445hs-32gb-2tb-win11-rtx4050/1349321_2.jpg;HP Victus 15 HP Victus 15 to gamingowy laptop, który łączy stylową obudowę z wydajnymi komponentami, takimi jak procesor Intel® Core™ 13. genracji oraz dedykowaną kartą graficzną NVIDIA® GeForce RTX™. Matryca Full HD IPS o częstotliwości odświeżania 144 Hz gwarantuje płynny obraz i precyzyjne odwzorowanie barw podczas dynamicznej rozgrywki . Laptop oferuje pamięć RAM DDR4, zapewniającej sprawne działanie nawet podczas multitaskingu. Na pokładzie znajduje się też szybki dysk PCI-e NVMe M.2, który skraca czas ładowania systemu i gier. Cechy, które zmieniają grę Podświetlana klawiatura i wygodny...
1;MSI Crosshair A16 HX Ryzen 9-7945HX/32GB/1TB/Win11PX RTX5060;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;7049.00;1;6;1;1;lhttp://localhost:8080/import-images/msi-crosshair-a16-hx-ryzen-9-7945hx-32gb-1tb-win11px-rtx5060/1364926_1.jpg,lhttp://localhost:8080/import-images/msi-crosshair-a16-hx-ryzen-9-7945hx-32gb-2tb-rtx5060-240hz/1364914_2.jpg;MSI Crosshair A16 HX Ryzen 9-7945HX/32GB/1TB/Win11PX RTX5060 MSI Crosshair A16 HX to zaawansowany laptop gamingowy, który łączy w sobie najwyższą wydajność z nowoczesnym designem. Dzięki potężnemu procesorowi AMD Ryzen™ 9 oraz karcie graficznej RTX 5060, idealnie nadaje się zarówno do gier, jak i pracy z wymagającymi aplikacjami graficznymi. Jego mobilność i moc obliczeniowa sprawiają, że to idealny wybór dla profesjonalistów oraz zapalonych graczy. Najważniejsze funkcje i zalety Potężna moc obliczeniowa MSI Crosshair A16 HX wyposażony jest w procesor AMD Ryzen™ 9 7945HX, który oferuje 16 rdze...
1;HP VICTUS 15 Ryzen 7-7445HS/16GB/1TB/Win11 RTX4050;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;3949.00;1;1;1;1;lhttp://localhost:8080/import-images/hp-victus-15-ryzen-7-7445hs-32gb-2tb-win11-rtx4050/1349321_1.jpg,lhttp://localhost:8080/import-images/hp-victus-15-ryzen-7-7445hs-32gb-2tb-win11-rtx4050/1349321_2.jpg;HP Victus 15 HP Victus 15 to gamingowy laptop, który łączy stylową obudowę z wydajnymi komponentami, takimi jak procesor AMD Ryzen™ oraz dedykowaną kartą graficzną NVIDIA® GeForce RTX™. Matryca Full HD IPS o częstotliwości odświeżania 144 Hz gwarantuje płynny obraz i precyzyjne odwzorowanie barw podczas dynamicznej rozgrywki. Laptop oferuje pamięć RAM która zapewnia sprawne działanie podczas multitaskingu. Na pokładzie znajduje się też szybki dysk PCI-e NVMe M.2, który skraca czas ładowania systemu i gier. Cechy, które zmieniają grę Podświetlana klawiatura i wygodny touchpad Wyposażony w pełno...
1;MSI Crosshair A16 HX Ryzen 9-7945HX/32GB/512 RTX5060 240Hz;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;6199.00;1;7;1;1;lhttp://localhost:8080/import-images/msi-crosshair-a16-hx-ryzen-9-7945hx-32gb-2tb-rtx5060-240hz/1364914_1.jpg,lhttp://localhost:8080/import-images/msi-crosshair-a16-hx-ryzen-9-7945hx-32gb-2tb-rtx5060-240hz/1364914_2.jpg;MSI Crosshair A16 HX Ryzen 9-7945HX/32GB/512 RTX5060 240Hz Notebook MSI Crosshair A16 HX to idealne rozwiązanie dla graczy oraz profesjonalistów zajmujących się projektowaniem graficznym. Dzięki potężnemu procesorowi AMD Ryzen™ 9 oraz karcie graficznej NVIDIA GeForce RTX 5060, oferuje doskonałą wydajność w wymagających zadaniach. Jego zaawansowane parametry sprawiają, że znacznie podnosi komfort pracy oraz rozrywki. Najważniejsze funkcje i zalety Moc procesora MSI Crosshair A16 HX jest napędzany przez najnowszy procesor AMD Ryzen™ 9 7945HX, który oferuje 16 rdzeni i 32 wątki, co przekłada się...
1;ASUS TUF Gaming A18 Ryzen 7-260/16GB/512 RTX5060 240Hz;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;5999.00;1;6;1;1;lhttp://localhost:8080/import-images/asus-tuf-gaming-a18-ryzen-7-260-16gb-512-rtx5060-240hz/1355999_1.jpg,lhttp://localhost:8080/import-images/asus-tuf-gaming-a18-ryzen-7-260-32gb-2tb-win11-rtx5050-144hz/1340449_2.jpg;ASUS TUF Gaming A18 ASUS TUF Gaming A18 (2025) to pierwszy 18-calowy laptop z rodziny TUF Gaming, stworzony z myślą o wymagających graczach. W jego wnętrzu znajdziesz procesor AMD Ryzen, który gwarantuje płynne działanie nawet najbardziej wymagających tytułów. Dodatkowo, karta graficzna NVIDIA GeForce RTX zapewnia niezwykle realistyczną grafikę i wysoką liczbę klatek na sekundę. Twój laptop sprawdzi się doskonale zarówno podczas intensywnych sesji gamingowych, jak i w codziennym użytkowaniu. Potężna moc dla każdego gracza Wizualna doskonałość i płynność Twoje wrażenia z gry podniesie wyświetla...
1;HP VICTUS 15 i7-13620H/32GB/2TB RTX5060;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;6049.00;1;3;1;1;lhttp://localhost:8080/import-images/hp-victus-15-i5-13420h-16gb-1tb-rtx4050/1349270_1.jpg,lhttp://localhost:8080/import-images/hp-victus-15-ryzen-7-7445hs-32gb-2tb-win11-rtx4050/1349321_2.jpg;HP Victus 15 HP Victus 15 to gamingowy laptop, który łączy stylową obudowę z wydajnymi komponentami, takimi jak procesor Intel® Core™ 13. genracji oraz dedykowaną kartą graficzną NVIDIA® GeForce RTX™. Matryca Full HD IPS o częstotliwości odświeżania 144 Hz gwarantuje płynny obraz i precyzyjne odwzorowanie barw podczas dynamicznej rozgrywki . Laptop oferuje pamięć RAM, zapewniającą sprawne działanie podczas multitaskingu. Na pokładzie znajduje się też szybki dysk PCI-e NVMe M.2, który skraca czas ładowania systemu i gier. Cechy, które zmieniają grę Podświetlana klawiatura i wygodny touchpad Wyp...
1;HP VICTUS 15 i7-13620H/32GB/1TB/Win11X RTX5060;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;6249.00;1;3;1;1;lhttp://localhost:8080/import-images/hp-victus-15-ryzen-7-7445hs-32gb-2tb-win11-rtx4050/1349321_1.jpg,lhttp://localhost:8080/import-images/hp-victus-15-ryzen-7-7445hs-32gb-2tb-win11-rtx4050/1349321_2.jpg;HP Victus 15 HP Victus 15 to gamingowy laptop, który łączy stylową obudowę z wydajnymi komponentami, takimi jak procesor Intel® Core™ 13. genracji oraz dedykowaną kartą graficzną NVIDIA® GeForce RTX™. Matryca Full HD IPS o częstotliwości odświeżania 144 Hz gwarantuje płynny obraz i precyzyjne odwzorowanie barw podczas dynamicznej rozgrywki . Laptop oferuje pamięć RAM, zapewniającą sprawne działanie podczas multitaskingu. Na pokładzie znajduje się też szybki dysk PCI-e NVMe M.2, który skraca czas ładowania systemu i gier. Cechy, które zmieniają grę Podświetlana klawiatura i wygodny touchpad Wyp...
1;Acer Predator Helios Neo 18 U7-255HX/64GB/4TB/W11 RTX5060;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;10749.00;1;3;1;1;lhttp://localhost:8080/import-images/acer-predator-helios-neo-18-u7-255hx-64gb-4tb-w11-rtx5060/1365712_1.jpg,lhttp://localhost:8080/import-images/acer-predator-helios-neo-18-u7-255hx-64gb-4tb-w11-rtx5060/1365712_2.jpg;Acer Predator Helios Neo 18 U7-255HX/64GB/4TB/W11 RTX5060 Oto laptop stworzony dla prawdziwych entuzjastów gier oraz profesjonalistów zajmujących się projektowaniem graficznym. Acer Predator Helios Neo 18 łączy w sobie moc wydajnych komponentów z nowoczesnym designem, aby sprostać nawet najbardziej wymagającym zadaniom. Zbudowany na podstawie najnowszych technologii, ten laptop dostarczy Ci niezapomnianych wrażeń przy każdym użyciu. Najważniejsze funkcje i zalety Wydajny procesor Intel® Core™ Ultra 7 Wyposażony w aż 20 rdzeni oraz 20 wątków procesora Intel® Core™ Ultra 7 255HX, laptop zapewnia...
1;ASUS TUF Gaming A16 Ryzen 7-260/32GB/1TB RTX5060 165Hz;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;6199.00;1;1;1;1;lhttp://localhost:8080/import-images/asus-tuf-gaming-a16-ryzen-7-260-32gb-1tb-rtx5060-165hz/1340408_1.jpg,lhttp://localhost:8080/import-images/asus-tuf-gaming-a16-ryzen-7-260-32gb-1tb-rtx5060-165hz/1340408_2.jpg;ASUS TUF Gaming A16 ASUS TUF Gaming A16 to seria laptopów, które zaprojektowano z myślą o graczach i osobach wymagających od sprzętu więcej. Te urządzenia radzą sobie nie tylko z najnowszymi grami, ale także z zaawansowanymi programami graficznymi. Solidna konstrukcja i nowoczesne komponenty pozwalają Ci skupić się na rozgrywce bez obaw o wydajność. Sprzęt działa płynnie i szybko, dzięki czemu każda akcja na ekranie jest natychmiastowa. To dobry wybór dla osób, które cenią niezawodność i moc. Moc, która sprosta każdemu wyzwaniu Obraz i dźwięk dopasowane do Ciebie Ekrany w laptopach z serii TUF...
1;ASUS ROG Strix G18 i7-14650HX/32GB/1TB/Win11X RTX5060 240Hz;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;8699.00;1;5;1;1;lhttp://localhost:8080/import-images/asus-rog-strix-g18-i7-14650hx-32gb-1tb-win11x-rtx5060-240hz/1343050_1.jpg,lhttp://localhost:8080/import-images/asus-rog-strix-g18-i7-14650hx-32gb-1tb-win11x-rtx5060-240hz/1343050_2.jpg;ASUS ROG Strix G18 ASUS ROG Strix G18 to laptop stworzony z myślą o bezkompromisowej rozgrywce i profesjonalnej pracy kreatywnej. Jego sercem jest procesor Intel® Core™, który w połączeniu z kartą graficzną NVIDIA® GeForce RTX™ dla laptopów gwarantuje najwyższą wydajność w najnowszych tytułach. Kluczowym elementem jest 18-calowy ekran ROG Nebula Display o rozdzielczości 2.5K i odświeżaniu 240 Hz, zapewniający niezwykłą płynność i szczegółowość obrazu. Całość uzupełnia zaawansowany system chłodzenia ROG Intelligent Cooling z technologią trzech wentylatorów, który utrzymuje optymalne temperatury...
1;Lenovo ThinkPad E16 Ryzen 7-250/16GB/512/Win11P;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;5499.00;1;2;1;1;lhttp://localhost:8080/import-images/lenovo-thinkpad-e16-ryzen-7-250-16gb-512-win11p/1354854_1.jpg,lhttp://localhost:8080/import-images/lenovo-thinkpad-e16-ryzen-7-250-16gb-512-win11p/1354854_2.jpg;Lenovo ThinkPad E16 Gen 3 Lenovo ThinkPad E16 Gen 3 AMD to nowoczesny laptop stworzony z myślą o profesjonalistach, którzy potrzebują niezawodnego sprzętu do codziennej pracy. Wyposażony w procesor AMD Ryzen™ serii 200 zapewnia wysoką wydajność i płynną obsługę wielu zadań jednocześnie, co sprawdzi się zarówno w biurze, jak i w pracy zdalnej. Duży, 16-calowy wyświetlacz o wysokiej rozdzielczości oferuje komfort podczas analiz danych, pracy z dokumentami czy wideokonferencji. Dodatkowym atutem jest solidna konstrukcja zgodna z wojskową normą MIL-STD-810H, która gwarantuje trwałość i odporność n...
1;Lenovo LOQ-15 Ryzen 7/16GB/1TB/Win11 RTX5050;Laptopy i komputery/Laptopy-Notebooki-Ultrabooki;4949.00;1;3;1;1;lhttp://localhost:8080/import-images/lenovo-loq-15-ryzen-7-32gb-1tb-win11-rtx5050/1366536_1.jpg,lhttp://localhost:8080/import-images/lenovo-loq-15-ryzen-7-32gb-1tb-win11-rtx5050/1366536_2.jpg;Laptop Lenovo LOQ-15 Poznaj świat gamingu na nowo z laptopem Lenovo LOQ-15. Sprzęt wyposażony jest w nowoczesny procesor i kartę graficzną, które zapewniają stabilne działanie systemu oraz treści o wysokiej jakości. Dzięki potężnemu układowi LA1 AI w Lenovo AI Engine+ rozrywka i nauka będą jeszcze bardziej efektywne. Rozgrywka z Lenovo Innowacyjna technologia chłodzenia dla laptopa Innowacyjny system chłodzenia zastosowany w modelu Lenovo LOQ gwarantuje, że Twój laptop będzie zawsze gotowy do pracy na najwyższym poziomie. Dzięki uszczelnionej hiperkomorze z dwoma wentylatorami, które obracają...
